Rank,Movie,Release,Distributor,Genre,2013 Gross,Tickets Sold
602,Wagner & Me,"Dec 7, 2012",First Run Features,Documentary,"$8,558","1,052"
603,Hello Herman,"Jun 7, 2013",Freestyle Releasing,Drama,"$8,437","1,037"
604,Downloaded,"Jun 21, 2013",Abramorama Films,Documentary,"$8,377","1,030"
605,A Teacher,"Sep 6, 2013",Oscilloscope Pict…,Drama,"$8,348","1,026"
606,Only the Young,"Dec 7, 2012",Oscilloscope Pict…,Documentary,"$8,174","1,005"
607,Pawn Shop Chronicles,"Jul 12, 2013",Anchor Bay Entert…,Action,"$8,088",994
608,La maison de la radio,"Sep 4, 2013",Kino Lorber,Documentary,"$8,060",991
609,Desperate Acts of Magic,"May 3, 2013",,Comedy,"$8,053",990
610,Nothing Left to Fear,"Oct 4, 2013",Anchor Bay Entert…,Horror,"$7,886",969
611,Girls Against Boys,"Feb 1, 2013",Anchor Bay Entert…,Thriller/Suspense,"$7,529",926
612,Maidentrip,"Dec 20, 2013",First Run Features,Documentary,"$7,258",892
613,Assaulted: Civil Rights Und…,"Jun 20, 2013",High Top Releasing,Documentary,"$7,054",867
614,Welcome to the Punch,"Mar 27, 2013",IFC Films,Thriller/Suspense,"$7,034",865
615,The Brass Teapot,"Apr 5, 2013",Magnet Pictures,Black Comedy,"$6,997",860
616,Trouble Every Day,"Nov 30, 2001",Lot 47 Films,Horror,"$6,949",854
617,Sal,"Nov 1, 2013",TriBeca Films,Drama,"$6,883",846
618,Breakfast with Curtis,"Dec 4, 2013",,Comedy,"$6,629",815
619,Down the Shore,"Apr 5, 2013",Anchor Bay Entert…,Drama,"$6,558",806
620,Some Velvet Morning,"Dec 13, 2013",TriBeca Films,Drama,"$6,420",789
621,100 Bloody Acres,"Jun 28, 2013",Doppelganger Rele…,Black Comedy,"$6,388",785
622,The Prey,"Jun 7, 2013",Cohen Media Group,Thriller/Suspense,"$6,310",776
623,The Monk,"Mar 8, 2013",ATO Pictures,Thriller/Suspense,"$6,254",769
624,The Girlfriends,"Jun 18, 2010",The Film Desk,Drama,"$6,165",758
625,Sweetwater,"Oct 11, 2013",,Thriller/Suspense,"$6,147",756
626,In Search of Blind Joe Deat…,"Aug 16, 2013",First Run Features,Documentary,"$6,132",754
627,Welcome to Pine Hill,"Mar 1, 2013",Oscilloscope Pict…,Drama,"$6,115",752
628,Rangrezz,"Mar 22, 2013",UTV Communications,Drama,"$6,108",751
629,In No Great Hurry: 13 Lesso…,,,Documentary,"$6,100",750
630,The Playroom,"Feb 8, 2013",Freestyle Releasing,Drama,"$5,964",733
631,The Worst Movie EVER!,"Aug 19, 2011",Hiltz Squared,Comedy,"$5,909",726
632,Manic,"Apr 25, 2003",,Drama,"$5,819",715
633,Nothing But a Man (1964) (R…,"Nov 9, 2012",APD/Cinema Conser…,Drama,"$5,809",714
634,North Sea Texas,"Nov 2, 2012",Strand,Drama,"$5,798",713
635,Five Dances,"Oct 4, 2013",Paladin,Drama,"$5,788",711
636,Starlet,"Nov 9, 2012",Music Box Films,Drama,"$5,788",711
637,Do Not Disturb,"Jun 14, 2013",Mongrel Media,Comedy,"$5,304",652
638,Northern Lights,"Sep 20, 2013",Artists Public Do…,Drama,"$5,291",650
639,The Time Being,"Jul 26, 2013",TriBeca Films,Drama,"$5,274",648
640,My Worst Nightmare,"Oct 19, 2012",Strand,Comedy,"$5,181",637
641,A Dark Truth,"Jan 4, 2013",Magnolia Pictures,Thriller/Suspense,"$5,120",629
642,Brave,"Jun 22, 2012",Walt Disney,Adventure,"$5,111",628
643,Bidder 70,"May 17, 2013",First Run Features,Documentary,"$5,074",624
644,Hell Baby,"Sep 6, 2013",Alchemy,Black Comedy,"$4,980",612
645,Nuclear Nation,"Dec 11, 2013",First Run Features,Documentary,"$4,960",610
646,Herman's House,"Apr 19, 2013",First Run Features,Documentary,"$4,956",609
647,Supporting Characters,"Jan 25, 2013",TriBeca Films,Comedy,"$4,917",604
648,Revelation Road 2,"Jul 12, 2013",Freestyle Releasing,,"$4,871",599
649,The Flat,"Oct 19, 2012",IFC Films,Documentary,"$4,820",592
650,Ferlinghetti: A Rebirth of …,"Feb 8, 2012",First Run Features,Documentary,"$4,816",592
651,The Man Who Shook the Hand …,"Dec 7, 2012",Indican Pictures,Comedy,"$4,758",585
652,Big Sur,"Nov 1, 2013",Ketchup Entertain…,Drama,"$4,734",582
653,Argento's Dracula 3D,"Oct 4, 2013",IFC Midnight,Horror,"$4,556",560
654,All is Bright,"Oct 4, 2013",Anchor Bay Entert…,Comedy,"$4,556",560
655,People of a Feather,"Nov 8, 2013",First Run Features,Documentary,"$4,483",551
656,When the Iron Bird Flies,"Oct 19, 2012",Alive Mind,Documentary,"$4,423",544
657,Paradise: Faith,"Aug 23, 2013",Strand,Drama,"$4,416",543
658,Radio Unnameable,"Sep 19, 2012",Kino Lorber,Documentary,"$4,414",542
659,Inescapable,"Feb 22, 2013",IFC Films,Thriller/Suspense,"$4,327",532
660,Port of Shadows,"Sep 14, 2012",Rialto Pictures,Drama,"$4,267",524
661,The Revisionaries,"Oct 5, 2012",Kino Lorber,Documentary,"$4,155",511
662,Rubberneck,"Feb 22, 2013",TriBeca Films,Thriller/Suspense,"$4,150",510
663,Red Flag,"Feb 22, 2013",TriBeca Films,Romantic Comedy,"$4,150",510
664,Silver Circle,"Mar 22, 2013",Hybrid Pictures,Thriller/Suspense,"$4,080",501
665,The Kitchen,"Mar 14, 2013",Monterey Media,Comedy,"$4,054",498
666,A Werewolf Boy,"Nov 30, 2012",CJ Entertainment,Drama,"$4,046",497
667,Morning,"Sep 27, 2013",Anchor Bay Entert…,Drama,"$4,029",495
668,Things Never Said,"Sep 6, 2013",Ohio Street Pictures,Drama,"$4,000",492
669,Magnificent Desolation,"Sep 23, 2005",IMAX Films,Documentary,"$3,929",483
670,Max et les ferrailleurs,"Aug 10, 2012",Rialto Pictures,Thriller/Suspense,"$3,891",478
671,Arbitrage,"Sep 14, 2012",Roadside Attractions,Thriller/Suspense,"$3,752",461
672,Mr. Nobody,"Nov 1, 2013",Magnolia Pictures,Drama,"$3,622",445
673,Tricked,"Dec 13, 2013",Kino Lorber,Documentary,"$3,533",434
674,The Condemned,"Mar 1, 2013",Strand,Thriller/Suspense,"$3,489",429
675,The Happy Poet,"Mar 13, 2013",Cinema Libre,Comedy,"$3,400",418
676,Contracted,"Nov 22, 2013",Arclight Films,Horror,"$3,328",409
677,Here Comes the Devil,"Dec 13, 2013",Magnolia Pictures,Horror,"$3,271",402
678,The Day I Was Not Born,"Apr 26, 2013",Mongrel Media,Drama,"$3,191",392
679,Superstar,"Mar 8, 2013",Mongrel Media,Comedy,"$3,111",382
680,Plush,"Sep 13, 2013",IM Global/Blumhouse,Thriller/Suspense,"$3,080",378
681,Drew: The Man Behind the Po…,"Aug 16, 2013",Kino Lorber,Documentary,"$3,078",378
682,All Together,"Oct 19, 2012",Kino Lorber,Comedy,"$3,077",378
683,A Girl and a Gun,"Jul 4, 2013",First Run Features,Documentary,"$3,018",371
684,Which Way is the Front Line…,"Jun 21, 2013",Mongrel Media,Documentary,"$2,945",362
685,Cornouaille,"Jan 18, 2013",Mongrel Media,Drama,"$2,847",350
686,Pawn,"Apr 19, 2013",Anchor Bay Entert…,Thriller/Suspense,"$2,793",343
687,What Richard Did,"May 10, 2013",TriBeca Films,Documentary,"$2,749",338
688,Deadfall,"Dec 7, 2012",Magnolia Pictures,Thriller/Suspense,"$2,713",333
689,Come Out and Play,"Mar 22, 2013",,Horror,"$2,638",324
690,Sparrows Dance,"Aug 23, 2013",TriBeca Films,Romantic Comedy,"$2,602",320
691,Last Flight of the Champion,"Aug 30, 2013",High Top Releasing,Adventure,"$2,597",319
692,La migiliore offerta,,,Drama,"$2,595",319
693,Axe Giant: The Wrath of Pau…,"May 31, 2013",Cinema Purgatorio,Horror,"$2,498",307
694,Men at Lunch,"Sep 20, 2013",First Run Features,Documentary,"$2,483",305
695,The Ghastly Love of Johnny X,"Oct 26, 2012",Strand,Comedy,"$2,436",299
696,The Happy House,"May 3, 2013",First Run Features,Black Comedy,"$2,311",284
697,Blood Brother,"Dec 13, 2013",Mongrel Media,Documentary,"$2,254",277
698,Cassadaga,"Oct 11, 2013",Archstone Enterta…,Horror,"$2,241",275
699,Implanted,"Aug 9, 2013",Walking Shadows,Drama,"$2,210",271
700,InSpectres,"Sep 5, 2013",Reacter 88 Studios,Comedy,"$2,207",271
701,Django,"Dec 21, 2012",Rialto Pictures,Western,"$2,114",260
702,Small Change,"Nov 24, 2009",New World,Comedy,"$2,068",254
703,Knife Fight,"Jan 25, 2013",IFC Films,Thriller/Suspense,"$2,019",248
704,Best Man Down,"Nov 8, 2013",Magnolia Pictures,Comedy,"$1,938",238
705,The Stroller Strategy,"Jun 14, 2013",Rialto Pictures,Romantic Comedy,"$1,799",221
706,Detention of the Dead,"Jun 28, 2013",Anchor Bay Entert…,Comedy,"$1,778",218
707,You Don't Need Feet to Dance,"Mar 22, 2013",First Run Features,Documentary,"$1,719",211
708,Eddie: The Sleepwalking Can…,"Apr 5, 2013",Doppelganger Rele…,Comedy,"$1,632",200
709,California Solo,"Nov 30, 2012",Strand,Drama,"$1,566",192
710,Summer,"Jun 9, 2011",The Film Desk,Drama,"$1,566",192
711,The Package,"Feb 15, 2013",Anchor Bay Entert…,Action,"$1,470",180
712,Officer Down,"Jan 18, 2013",Anchor Bay Entert…,Drama,"$1,463",179
713,Meet the Fokkens,"Aug 8, 2012",Kino Lorber,Documentary,"$1,453",178
714,La marque des anges,"Sep 27, 2013",Mongrel Media,Thriller/Suspense,"$1,329",163
715,We Won't Grow Old Together,"Jun 8, 2012",The Film Desk,Drama,"$1,303",160
716,The Bride Wore Black,"Nov 4, 2011",Film Forum,Drama,"$1,190",146
717,Sushi: The Global Catch,"Aug 3, 2012",Alive Mind,Documentary,"$1,174",144
718,Monsieur Verdoux,"Apr 11, 1947",The Film Desk,Black Comedy,"$1,171",144
719,A Zombie Invasion,"Dec 12, 2013",Afterlight Pictures,Horror,"$1,170",143
720,Caught in the Web,"Nov 27, 2013",levelFILM,Drama,"$1,037",127
721,Jerusalem,"Sep 13, 2013",National Geograph…,Documentary,$962,118
722,Putin's Kiss,"Feb 17, 2012",Kino Lorber,Documentary,$938,115
723,La grande boucle,"Sep 6, 2013",Mongrel Media,Comedy,$858,105
724,Le combat dans l'île,"Jun 12, 2009",The Film Desk,Thriller/Suspense,$821,100
725,I Spit on Your Grave 2,"Sep 20, 2013",Anchor Bay Entert…,Horror,$810,99
726,Into the White,"Apr 12, 2013",Magnolia Pictures,Drama,$704,86
727,Syrup,"Jun 7, 2013",Magnolia Pictures,Comedy,$663,81
728,Hammer of the Gods,"Jul 5, 2013",Magnet Pictures,Action,$614,75
729,The Terkel in Trouble,"Mar 26, 2010",,Adventure,$500,61
730,Triumph of the Wall,"May 31, 2013",First Run Features,Documentary,$476,58
731,The Long Day Closes,"Mar 23, 2012",The Film Desk,Drama,$399,49
732,Diaz: Don't Clean Up This B…,"Jul 12, 2013",Mongrel Media,Drama,$398,48
733,A Perfect Man,"Nov 1, 2013",IFC Films,Drama,$388,47
734,Breathing,"Aug 31, 2012",Kino Lorber,Drama,$372,45
735,The End of Time,"Nov 29, 2013",First Run Features,Documentary,$221,27
736,Citadel,"Nov 9, 2012",Cinedigm,Horror,$176,21
737,Free Radicals: A History of…,"Aug 3, 2012",Kino Lorber,Documentary,$115,14
738,Storage 24,"Jan 11, 2013",Magnet Pictures,Horror,$72,8
739,To Die is Hard,"Dec 17, 2010",Driving With Our …,Comedy,$56,6
