Rank,Movie,Release,Distributor,Genre,2017 Gross,Tickets Sold
604,Painted Woman,"Nov 10, 2017",Amor Media,Western,"$10,298","1,148"
605,The Sunshine Makers,"Jan 20, 2017",FilmRise,Documentary,"$10,042","1,119"
606,Red Trees,"Sep 15, 2017",Cohen Media Group,Documentary,"$10,012","1,116"
607,The Fiancé,"Nov 11, 2016",Indican Pictures,Horror,"$9,866","1,099"
608,The Lucky Man,"Dec 21, 2017",Indican Pictures,Action,"$9,794","1,091"
609,Frank Serpico,"Nov 1, 2017",IFC Films,Documentary,"$9,711","1,082"
610,Machines,"Aug 9, 2017",Kino Lorber,Documentary,"$9,710","1,082"
611,The Daughter,"Jul 1, 2016",,Drama,"$9,647","1,075"
612,Pelle the Conqueror,"Dec 21, 1988",Miramax,Drama,"$9,597","1,069"
613,Harry & Snowman,"Sep 30, 2016",FilmRise,Documentary,"$9,545","1,064"
614,The Tribes of Palos Verdes,"Dec 1, 2017",IFC Films,Drama,"$9,258","1,032"
615,Amnesia,"Jul 21, 2017",Film Movement,Drama,"$8,700",969
616,Félicité,"Oct 27, 2017",Strand,Drama,"$8,679",967
617,Julian Schnabel: A Private …,"May 5, 2017",Cohen Media Group,Documentary,"$8,679",967
618,Remember the Goal,"Aug 26, 2016",Five & Two Pictures,Drama,"$8,652",964
619,We Are the Flesh,"Jan 13, 2017",Arrow Releasing,Horror,"$8,438",940
620,Natasha,"Apr 28, 2017",Menemsha Entertai…,Drama,"$8,325",928
621,Mr. Chibbs,"May 3, 2017",Abramorama Films,Documentary,"$8,303",925
622,Served Like a Girl,"Aug 25, 2017",Entertainment Stu…,Documentary,"$8,290",924
623,From Nowhere,"Feb 17, 2017",FilmRise,Drama,"$8,109",904
624,La Chinoise,"Oct 12, 2007",Koch Lorber Films,Black Comedy,"$7,971",888
625,Swept Away,"Apr 14, 2017",Kino Lorber,Romantic Comedy,"$7,876",878
626,The Ballad of Lefty Brown,"Dec 15, 2017",A24,Western,"$7,856",875
627,Ana-ta-han (1954) (Re-Release),"Feb 3, 2017",Kino Lorber,Drama,"$7,785",867
628,Maigret Sets a Trap,"Oct 20, 2017",Kino Lorber,Drama,"$7,644",852
629,The Wrong Light,"Jul 14, 2017",Cinema Guild,Documentary,"$7,553",842
630,Birthright: A War Story,"Jul 14, 2017",Abramorama Films,Documentary,"$7,519",838
631,Big Time,"Dec 1, 2017",Abramorama Films,Documentary,"$7,347",819
632,The Jazz Funeral,"Mar 10, 2017",Indican Pictures,Adventure,"$7,103",791
633,Miss Sloane,"Nov 25, 2016",EuropaCorp,Drama,"$6,969",776
634,Spices of Liberty,"Oct 24, 2016",Hannover House,Drama,"$6,838",762
635,Harry Benson: Shoot First,"Dec 9, 2016",Magnolia Pictures,Documentary,"$6,694",746
636,Footnotes,"Jul 14, 2017",Monument Releasing,Musical,"$6,660",742
637,The Pathological Optimist,"Sep 29, 2017",Film Arcade,Documentary,"$6,522",727
638,Last Rampage,"Sep 22, 2017",Epic Pictures Group,Thriller/Suspense,"$6,294",701
639,Chosen,"Dec 16, 2016",Hannover House,Drama,"$6,226",694
640,The Fuzz,"Jul 21, 2017",Indican Pictures,Thriller/Suspense,"$6,176",688
641,The Freedom to Marry,"Mar 3, 2017",Argot Pictures,Documentary,"$6,142",684
642,The Sacrifice,"Nov 7, 2014",Kino Lorber,Drama,"$6,127",683
643,Arise from Darkness,"Jan 5, 2017",Indican Pictures,Horror,"$6,112",681
644,Ichi The Killer: Definitive…,"Nov 10, 2017",Well Go USA,Horror,"$5,986",667
645,Suntan,"Mar 10, 2017",Strand,Romantic Comedy,"$5,954",663
646,Starless Dreams,"Jan 20, 2017",Cinema Guild,Documentary,"$5,937",661
647,"Kill Me, Deadly","Apr 1, 2016",Indican Pictures,Multiple Genres,"$5,936",661
648,The Work,"Oct 25, 2017",The Orchard,Documentary,"$5,853",652
649,The Vault,"Sep 1, 2017",FilmRise,Thriller/Suspense,"$5,728",638
650,Trespass Against Us,"Jan 20, 2017",A24,Action,"$5,711",636
651,The Ardennes,"Jan 6, 2017",Film Movement,Thriller/Suspense,"$5,638",628
652,No culpes al karma de lo qu…,"Mar 24, 2017",,Comedy,"$5,614",626
653,Gold,"Dec 1, 2017",Sony Pictures,Adventure,"$5,539",618
654,Icaros: A Vision,"May 19, 2017",Factory 25,Drama,"$5,510",614
655,Reset,"Jan 13, 2017",FilmRise,Documentary,"$5,454",608
656,Scum,"Jun 16, 2017",Kino Lorber,Thriller/Suspense,"$5,405",602
657,Company Town,"Sep 8, 2017",First Run Features,Documentary,"$4,934",550
658,Best Worst Thing That Ever …,"Nov 18, 2016",Abramorama Films,Documentary,"$4,753",529
659,Shot,"Sep 22, 2017",Paladin,Drama,"$4,701",524
660,Night School,"Jun 9, 2017",Oscilloscope Pict…,Documentary,"$4,663",519
661,I Love You Both,"Jun 9, 2017",Magnolia Pictures,Comedy,"$4,661",519
662,A Boy Called Po,"Sep 1, 2017",Freestyle Releasing,Comedy,"$4,550",507
663,Vengeance: A Love Story,"Sep 15, 2017",FilmRise,Action,"$4,526",504
664,The Pulitzer at 100,"Jul 21, 2017",First Run Features,Documentary,"$4,489",500
665,German Concentration Camps …,"Jan 6, 2017",First Run Features,Documentary,"$4,468",498
666,Bad Lucky Goat,"Oct 13, 2017",Film Movement,Drama,"$4,253",474
667,My Father Die,"Jan 20, 2017",FilmRise,Action,"$4,252",474
668,Badsville,"Dec 1, 2017",Epic Pictures Group,Drama,"$4,153",462
669,Mostly Sunny,"Jan 13, 2017",,Documentary,"$4,046",451
670,Swim Team,"Jul 7, 2017",Argot Pictures,Documentary,"$4,024",448
671,Train to Busan,"Jul 22, 2016",Well Go USA,Horror,"$3,982",443
672,The Woman Who Left,"May 19, 2017",Kino Lorber,Drama,"$3,906",435
673,Soul on a String,"May 19, 2017",Film Movement,Drama,"$3,669",409
674,Shakespeare Wallah,"Nov 10, 2017",Cohen Media Group,Drama,"$3,577",398
675,Emily,"Jan 27, 2017",Hibernation Films,Drama,"$3,547",395
676,Mifune: The Last Samurai,"Nov 25, 2016",Strand,Documentary,"$3,531",393
677,Who’s Crazy,"Mar 10, 2017",Kino Lorber,Drama,"$3,497",389
678,Bugs,"Sep 27, 2017",Kino Lorber,Documentary,"$3,423",381
679,Speed Sisters,"Jan 27, 2017",First Run Features,Documentary,"$3,423",381
680,A Kind of Loving,"Apr 7, 2017",Rialto Pictures,Drama,"$3,278",365
681,The Bad Kids,"Dec 16, 2016",FilmRise,Documentary,"$3,249",362
682,Heal the Living,"Apr 14, 2017",Cohen Media Group,Drama,"$3,176",354
683,Tower,"Oct 12, 2016",Kino Lorber,Drama,"$3,173",353
684,The Levelling,"Mar 24, 2017",Monterey Media,Drama,"$3,040",338
685,The Skyjacker’s Tale,"Jun 30, 2017",Strand,Documentary,"$3,009",335
686,Dalida,"Sep 1, 2017",Under the Milky Way,Drama,"$2,917",325
687,Demons,"Oct 5, 2017",Uncork'd Entertai…,Horror,"$2,900",323
688,New World Order,"Sep 23, 2016",Indican Pictures,Action,"$2,860",318
689,1898. Los últimos de Filipi…,"Mar 3, 2017",,Drama,"$2,848",318
690,I Dream in Another Language,"Jul 28, 2017",FilmRise,Drama,"$2,739",305
691,Santoalla,"Jul 19, 2017",Oscilloscope Pict…,Documentary,"$2,684",299
692,Take Me,"May 5, 2017",The Orchard,Comedy,"$2,583",287
693,Apprentice,"Mar 3, 2017",Film Movement,Drama,"$2,578",287
694,Miles,"Jun 9, 2017",Entertainment Stu…,Drama,"$2,537",282
695,Shut In,"Nov 11, 2016",EuropaCorp,Thriller/Suspense,"$2,497",278
696,Red Christmas,"Aug 25, 2017",Artsploitation,Horror,"$2,250",250
697,Thrill Ride,"Dec 1, 2017",Gravitas Ventures,Adventure,"$2,226",248
698,Behind the White Glasses: P…,"Mar 4, 2016",Parade Deck Films,Documentary,"$2,223",247
699,Dream Boat,"Nov 3, 2017",Strand,Documentary,"$2,199",245
700,Dayveon,"Sep 13, 2017",FilmRise,Drama,"$2,077",231
701,The Ghoul,"Aug 4, 2017",Cartilage Films,Thriller/Suspense,"$2,032",226
702,Accidental Courtesy: Daryl …,"Jan 6, 2017",First Run Features,Documentary,"$1,940",216
703,Detour,"Jan 20, 2017",Magnolia Pictures,Thriller/Suspense,"$1,788",199
704,The Romans,"May 27, 2016",Indican Pictures,Drama,"$1,689",188
705,The Greasy Strangler,"Oct 7, 2016",FilmRise,Thriller/Suspense,"$1,650",183
706,Never,"Aug 19, 2016",Indican Pictures,Drama,"$1,621",180
707,Do Not Resist,"Sep 30, 2016",Vanish Films,Documentary,"$1,596",177
708,The Forest for the Trees,"Jan 27, 2017",Film Movement,Drama,"$1,410",157
709,The Battle of Algiers,"Jan 9, 2004",Rialto Pictures,Drama,"$1,319",147
710,The Ghosts of Johnson Woods,"Dec 2, 2016",Driving With Our …,Horror,"$1,255",139
711,It’s Not Yet Dark,"Aug 4, 2017",FilmRise,Documentary,"$1,227",136
712,A Different American Dream,"Jan 6, 2017",First Run Features,Documentary,"$1,172",130
713,Joy of Learning,"Jul 28, 2017",Kino Lorber,Drama,"$1,149",128
714,The Lion in Winter,"Oct 30, 1968",,Drama,"$1,025",114
715,Christine,"Oct 14, 2016",The Orchard,Drama,$995,110
716,The Penguin Counters,"Apr 21, 2017",First Run Features,Documentary,$976,108
717,Believe,"Dec 2, 2016",Smith Global Media,Drama,$975,108
718,The Black Dove,"Aug 12, 2016",Indican Pictures,Comedy,$881,98
719,Extraordinary Ordinary People,"Sep 15, 2017",First Run Features,Documentary,$880,98
720,I Am not Madame Bovary,"Nov 18, 2016",Well Go USA,Drama,$872,97
721,The Witness,"Jun 3, 2016",FilmRise,Documentary,$778,86
722,Amityville: The Awakening,"Oct 28, 2017",Weinstein Co.,Horror,$742,83
723,This Last Lonely Place,"Aug 12, 2016",Indican Pictures,Thriller/Suspense,$514,57
724,"Love, Sweat & Tears","Mar 8, 2017",Kino Lorber,Documentary,$512,57
725,The Helsings,"May 26, 2017",Self Distributed,Drama,$478,53
726,Seed: The Untold Story,"Aug 22, 2016",Collective Eye,Documentary,$442,49
727,02:22,"Jun 30, 2017",Magnolia Pictures,Thriller/Suspense,$422,47
728,Mifune,"Feb 25, 2000",Sony Pictures Cla…,Drama,$398,44
729,Gridiron Heroes,"Apr 15, 2016",Indican Pictures,Documentary,$250,27
730,National Bird,"Nov 11, 2016",FilmRise,Documentary,$186,20
731,Nightlights,"Aug 15, 2014",Indican Pictures,Drama,$159,17
732,The Student,"Apr 14, 2017",Under the Milky Way,Drama,$138,15
